"","DATASET_CODE","VERSION_CODE","VESSEL_CODE","moc_id","moc_id_noNet","CRUISE_NUMBER","GEAR_CODE","SAMPLE_CODE_1","net_number","SAMPLE_CODE_3","LOCATION_CODE_1","LOCATION_CODE_2","LOCATION_CODE_3","LOCATION_CODE_4","START_TIME","END_TIME","MINIMUM_DEPTH","MAXIMUM_DEPTH","WATER_VOLUME_FILTERED","SAMPLE_VOLUME","TOTAL_NUMBER_SPECIMENS","ROW_NUMBER","SPECIES_CODE","NUMBER_SPECIES","JOB_NUMBER","SEQUENCE_NUMBER","DATE_LOADED","tow_id","station_id","TRAWL_MONTH.y","TRAWL_DAY.y","TRAWL_YEAR.y","LATITUDE_RAW_N","LONGITUDE_RAW_W","TRAWL_NOTES","cruise_id","replicate","LATITUDE_DEGREES","LATITUDE_MINUTES","LATITUDE_SECONDS","LATITUDE_DIRECTION","LONGITUDE_DEGREES","LONGITUDE_MINUTES","LONGITUDE_SECONDS","LONGITUDE_DIRECTION","LATITUDE_DD","LONGITUDE_DD","STATION_NUMBER"
"2316","RB008","AA1",1,"TC8504_014_4","TC8504_014",8504,50,1,4,1,1,3,3,3,2048,2100,100,120,571.9,24,78,26,8557080800,1,"D89448",2319,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2317","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,26,8531470101,109,"D89448",2466,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2318","RB008","AA1",1,"TC8504_014_5","TC8504_014",8504,50,1,5,1,1,3,3,3,2100,2111,80,100,560.4,28,94,27,8555580002,2,"D89448",2346,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2319","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,27,8531470000,10,"D89448",2467,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2320","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,27,8555730301,1,"D89448",2377,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2321","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,27,8554380700,1,"D89448",2531,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2322","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,27,8554580000,1,"D89448",2414,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2323","RB008","AA1",1,"TC8504_014_5","TC8504_014",8504,50,1,5,1,1,3,3,3,2100,2111,80,100,560.4,28,94,28,8555730301,4,"D89448",2347,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2324","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,28,8549070102,1,"D89448",2468,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2325","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,28,8554380401,1,"D89448",2532,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2326","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,28,8555720601,2,"D89448",2378,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2327","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,28,8555070002,6,"D89448",2415,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2328","RB008","AA1",1,"TC8504_014_5","TC8504_014",8504,50,1,5,1,1,3,3,3,2100,2111,80,100,560.4,28,94,29,8557080802,1,"D89448",2348,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2329","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,29,8554170000,5,"D89448",2469,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2330","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,29,8555720000,1,"D89448",2379,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2331","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,29,8555070007,1,"D89448",2416,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2332","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,29,8554640000,1,"D89448",2533,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2333","RB008","AA1",1,"TC8504_014_5","TC8504_014",8504,50,1,5,1,1,3,3,3,2100,2111,80,100,560.4,28,94,30,8.531e+09,1,"D89448",2349,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2334","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,30,8554182200,1,"D89448",2470,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2335","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,30,8555800501,1,"D89448",2380,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2336","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,30,8555070010,1,"D89448",2417,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2337","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,30,8555070002,2,"D89448",2534,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2338","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,31,8557080802,1,"D89448",2381,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2339","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,31,8554290000,1,"D89448",2471,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2340","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,31,8555070012,2,"D89448",2418,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2341","RB008","AA1",1,"TC8504_014_5","TC8504_014",8504,50,1,5,1,1,3,3,3,2100,2111,80,100,560.4,28,94,31,8.52e+09,12,"D89448",2350,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2342","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,31,8555070007,1,"D89448",2535,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2343","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,32,8555071400,1,"D89448",2536,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2344","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,32,8555130003,2,"D89448",2419,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2345","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,32,8557080800,1,"D89448",2382,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2346","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,32,8554340000,3,"D89448",2472,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2347","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,33,8554660000,2,"D89448",2473,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2348","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,33,8555180101,1,"D89448",2537,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2349","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,33,8.557e+09,1,"D89448",2383,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2350","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,33,8555250102,1,"D89448",2420,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2351","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,34,8555550000,2,"D89448",2384,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2352","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,34,8554640001,3,"D89448",2474,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2353","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,34,8555650101,2,"D89448",2538,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2354","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,34,8555580004,3,"D89448",2421,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2355","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,35,8555690001,2,"D89448",2539,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2356","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,35,8.52e+09,20,"D89448",2385,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2357","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,35,8555600291,1,"D89448",2422,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2358","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,35,8555070005,18,"D89448",2475,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2359","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,36,8555070002,3,"D89448",2476,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2360","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,36,8531640301,1,"D89448",2386,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2361","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,36,8555605201,6,"D89448",2423,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2362","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,36,8555740101,1,"D89448",2540,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2363","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,37,8555600008,4,"D89448",2424,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2364","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,37,8555070013,1,"D89448",2477,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2365","RB008","AA1",1,"TC8504_014_6","TC8504_014",8504,50,1,6,1,1,3,3,3,2112,2124,60,80,598.7,36,352,37,8557080000,1,"D89448",2387,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2366","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,37,8555740401,9,"D89448",2541,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2367","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,38,8555600009,2,"D89448",2425,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2368","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,38,8555740703,1,"D89448",2542,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2369","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,38,8555070007,6,"D89448",2478,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2370","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,39,8555070004,4,"D89448",2479,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2371","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,39,8555600001,1,"D89448",2426,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2372","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,39,8555740500,3,"D89448",2543,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2373","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,40,8555690002,5,"D89448",2427,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2374","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,40,8555090100,1,"D89448",2480,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2375","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,40,8555800501,1,"D89448",2544,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2376","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,41,8555720601,4,"D89448",2428,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2377","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,41,8557080001,1,"D89448",2545,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2378","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,41,8555130003,3,"D89448",2481,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2379","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,42,8557080000,1,"D89448",2546,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2380","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,42,8555740703,1,"D89448",2429,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2381","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,42,8554380705,4,"D89448",2482,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2382","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,43,8555800501,1,"D89448",2430,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2383","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,43,8555180101,7,"D89448",2483,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2384","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,43,8557080404,1,"D89448",2547,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2385","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,44,8557080802,1,"D89448",2431,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2386","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,44,8555580001,1,"D89448",2484,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2387","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,44,8558020503,1,"D89448",2548,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2388","RB008","AA1",1,"TC8504_014_8","TC8504_014",8504,50,1,8,1,1,3,3,3,2136,2148,20,40,599.6,52,651,45,8555601301,1,"D89448",2485,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2389","RB008","AA1",1,"TC8504_014_9","TC8504_014",8504,50,1,9,1,1,3,3,3,2148,2200,0,20,589.7,78,451,45,8.52e+09,92,"D89448",2549,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
"2390","RB008","AA1",1,"TC8504_014_7","TC8504_014",8504,50,1,7,1,1,3,3,3,2124,2136,40,60,578.2,32,264,45,8557080800,1,"D89448",2432,"4/8/2016","TC_8504_W15N1_1","W15N1",9,8,1985,"21°31.6'","157°35.2'","","TC_8504",1,21,31,6,"N",157,35,2,"W",21.5183333333333,-157.583888888889,14
